zipcode,schubert_chokecherry_count,american_beech_count,american_elm_count,american_hophornbeam_count,american_hornbeam_count,american_larch_count,american_linden_count,amur_cork_tree_count,amur_maackia_count,amur_maple_count,atlantic_white_cedar_count,atlas_cedar_count,callery_pear_count,chinese_chestnut_count,chinese_elm_count,chinese_fringetree_count,chinese_tree_lilac_count,cornelian_cherry_count,douglas_fir_count,english_oak_count,european_alder_count,european_beech_count,european_hornbeam_count,himalayan_cedar_count,japanese_hornbeam_count,japanese_maple_count,japanese_snowbell_count,japanese_tree_lilac_count,japanese_zelkova_count,kentucky_coffeetree_count,kentucky_yellowwood_count,london_planetree_count,norway_maple_count,norway_spruce_count,ohio_buckeye_count,oklahoma_redbud_count,osage_orange_count,persian_ironwood_count,schumards_oak_count,scots_pine_count,shantung_maple_count,siberian_elm_count,sophora_count,turkish_hazelnut_count,virginia_pine_count,arborvitae_count,ash_count,bald_cypress_count,bigtooth_aspen_count,black_cherry_count,black_locust_count,black_maple_count,black_oak_count,black_pine_count,black_walnut_count,blackgum_count,blue_spruce_count,boxelder_count,bur_oak_count,catalpa_count,cherry_count,cockspur_hawthorn_count,common_hackberry_count,crab_apple_count,crepe_myrtle_count,crimson_king_maple_count,cucumber_magnolia_count,dawn_redwood_count,eastern_cottonwood_count,eastern_hemlock_count,eastern_redbud_count,eastern_redcedar_count,empress_tree_count,false_cypress_count,flowering_dogwood_count,ginkgo_count,golden_raintree_count,green_ash_count,hardy_rubber_tree_count,hawthorn_count,hedge_maple_count,holly_count,honeylocust_count,horse_chestnut_count,katsura_tree_count,kousa_dogwood_count,littleleaf_linden_count,magnolia_count,maple_count,mimosa_count,mulberry_count,northern_red_oak_count,pagoda_dogwood_count,paper_birch_count,paperbark_maple_count,pignut_hickory_count,pin_oak_count,pine_count,pitch_pine_count,pond_cypress_count,purple_leaf_plum_count,quaking_aspen_count,red_horse_chestnut_count,red_maple_count,red_pine_count,river_birch_count,sassafras_count,sawtooth_oak_count,scarlet_oak_count,serviceberry_count,shingle_oak_count,silver_birch_count,silver_linden_count,silver_maple_count,smoketree_count,southern_magnolia_count,southern_red_oak_count,spruce_count,sugar_maple_count,swamp_white_oak_count,sweetgum_count,sycamore_maple_count,tartar_maple_count,tree_of_heaven_count,trident_maple_count,tulip_poplar_count,two_winged_silverbell_count,weeping_willow_count,white_ash_count,white_oak_count,white_pine_count,willow_oak_count
10036,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,126.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,37.0,13.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,1.0,5.0,1.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0
10037,1.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,1.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,96.0,2.0,2.0,3.0,3.0,1.0,0.0,116.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,2.0
10038,0.0,0.0,26.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,12.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,0.0,2.0,0.0,108.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
10039,2.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,76.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,13.0,0.0,13.0,0.0,3.0,0.0,0.0,151.0,0.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10040,0.0,5.0,70.0,1.0,19.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,39.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,8.0,135.0,9.0,1.0,85.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,100.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,2.0,0.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,5.0,1.0,0.0,1.0,27.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,57.0,8.0,12.0,9.0,2.0,1.0,0.0,189.0,0.0,0.0,0.0,95.0,10.0,0.0,0.0,0.0,92.0,0.0,0.0,3.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,5.0,1.0,4.0,8.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,49.0,11.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,19.0,0.0,12.0
10048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10065,5.0,2.0,17.0,2.0,1.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,381.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,46.0,12.0,0.0,140.0,7.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,217.0,4.0,18.0,0.0,25.0,0.0,0.0,418.0,0.0,3.0,0.0,108.0,1.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,12.0
10069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10075,1.0,0.0,2.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,48.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,1.0,1.0,0.0,3.0,0.0,0.0,194.0,1.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
10111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10115,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10128,3.0,0.0,17.0,0.0,0.0,0.0,33.0,0.0,4.0,0.0,0.0,0.0,287.0,1.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,1.0,0.0,96.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,141.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,1.0,10.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,4.0,0.0,0.0,5.0,171.0,4.0,11.0,0.0,16.0,0.0,0.0,630.0,0.0,0.0,0.0,126.0,0.0,1.0,0.0,0.0,49.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0,4.0,0.0,21.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,39.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,40.0
10280,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,28.0,12.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,26.0
10281,0.0,0.0,11.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
10301,72.0,3.0,48.0,16.0,17.0,2.0,110.0,0.0,10.0,36.0,2.0,1.0,517.0,8.0,62.0,1.0,11.0,20.0,3.0,3.0,1.0,0.0,18.0,0.0,1.0,11.0,3.0,68.0,276.0,6.0,1.0,1099.0,251.0,4.0,0.0,3.0,0.0,3.0,43.0,1.0,0.0,24.0,81.0,0.0,0.0,2.0,12.0,0.0,0.0,9.0,13.0,1.0,11.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,325.0,3.0,15.0,52.0,4.0,55.0,2.0,21.0,1.0,0.0,92.0,1.0,6.0,0.0,10.0,80.0,29.0,64.0,4.0,56.0,62.0,0.0,265.0,45.0,4.0,4.0,125.0,9.0,32.0,2.0,8.0,66.0,2.0,7.0,4.0,0.0,475.0,4.0,0.0,0.0,86.0,1.0,1.0,289.0,6.0,4.0,1.0,11.0,6.0,49.0,5.0,6.0,41.0,110.0,0.0,2.0,4.0,0.0,40.0,45.0,148.0,14.0,6.0,6.0,0.0,11.0,4.0,1.0,4.0,47.0,2.0,5.0
10302,47.0,5.0,23.0,5.0,2.0,0.0,62.0,1.0,5.0,13.0,0.0,2.0,178.0,0.0,24.0,5.0,4.0,17.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,51.0,91.0,19.0,4.0,201.0,105.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,21.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,187.0,6.0,4.0,12.0,8.0,6.0,6.0,21.0,0.0,0.0,33.0,7.0,0.0,0.0,14.0,66.0,20.0,16.0,8.0,42.0,12.0,0.0,93.0,9.0,5.0,5.0,52.0,6.0,48.0,0.0,5.0,25.0,12.0,0.0,0.0,3.0,201.0,0.0,0.0,0.0,42.0,0.0,1.0,172.0,0.0,0.0,0.0,22.0,10.0,17.0,0.0,4.0,4.0,32.0,0.0,0.0,3.0,0.0,3.0,31.0,53.0,2.0,2.0,1.0,0.0,1.0,13.0,1.0,2.0,2.0,0.0,3.0
10303,50.0,1.0,20.0,4.0,5.0,1.0,51.0,0.0,10.0,9.0,1.0,0.0,381.0,0.0,26.0,0.0,1.0,10.0,0.0,3.0,7.0,1.0,4.0,0.0,3.0,0.0,1.0,63.0,86.0,37.0,20.0,174.0,42.0,1.0,1.0,4.0,0.0,1.0,15.0,1.0,0.0,8.0,100.0,1.0,0.0,1.0,21.0,0.0,0.0,1.0,8.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,325.0,15.0,2.0,37.0,0.0,42.0,1.0,6.0,14.0,1.0,46.0,16.0,2.0,0.0,7.0,27.0,37.0,15.0,2.0,49.0,23.0,0.0,283.0,14.0,4.0,0.0,45.0,7.0,49.0,0.0,10.0,17.0,2.0,11.0,0.0,0.0,158.0,0.0,0.0,1.0,105.0,0.0,0.0,197.0,0.0,7.0,0.0,11.0,1.0,30.0,0.0,1.0,16.0,51.0,0.0,4.0,0.0,0.0,2.0,22.0,116.0,0.0,0.0,3.0,0.0,25.0,5.0,4.0,1.0,12.0,0.0,9.0
10304,86.0,0.0,18.0,22.0,15.0,0.0,68.0,6.0,20.0,33.0,0.0,0.0,627.0,0.0,22.0,2.0,3.0,8.0,0.0,11.0,0.0,0.0,5.0,2.0,0.0,14.0,0.0,81.0,264.0,33.0,7.0,696.0,231.0,1.0,0.0,1.0,0.0,1.0,30.0,0.0,0.0,7.0,62.0,1.0,0.0,6.0,10.0,3.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,441.0,7.0,7.0,30.0,5.0,89.0,0.0,3.0,1.0,0.0,83.0,0.0,3.0,0.0,25.0,72.0,68.0,100.0,1.0,65.0,44.0,0.0,273.0,23.0,10.0,8.0,185.0,7.0,16.0,0.0,5.0,54.0,9.0,12.0,3.0,0.0,559.0,2.0,0.0,0.0,174.0,0.0,1.0,279.0,0.0,4.0,1.0,20.0,2.0,40.0,1.0,2.0,23.0,106.0,0.0,0.0,1.0,3.0,25.0,54.0,167.0,37.0,0.0,5.0,1.0,44.0,9.0,1.0,8.0,5.0,4.0,12.0
10305,67.0,11.0,25.0,12.0,15.0,0.0,57.0,1.0,27.0,24.0,1.0,0.0,836.0,1.0,44.0,2.0,9.0,27.0,0.0,30.0,2.0,0.0,1.0,1.0,3.0,20.0,0.0,74.0,164.0,24.0,1.0,488.0,201.0,0.0,0.0,2.0,1.0,2.0,26.0,0.0,1.0,6.0,169.0,2.0,0.0,7.0,8.0,10.0,0.0,8.0,20.0,1.0,10.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,520.0,5.0,7.0,58.0,6.0,144.0,2.0,9.0,0.0,1.0,98.0,8.0,3.0,4.0,23.0,98.0,51.0,85.0,9.0,117.0,65.0,2.0,356.0,26.0,4.0,1.0,77.0,16.0,122.0,1.0,13.0,78.0,4.0,8.0,1.0,1.0,708.0,1.0,2.0,4.0,225.0,2.0,0.0,386.0,0.0,7.0,0.0,4.0,1.0,32.0,0.0,5.0,29.0,169.0,1.0,4.0,1.0,0.0,46.0,56.0,306.0,75.0,1.0,5.0,9.0,9.0,3.0,10.0,18.0,27.0,0.0,15.0
10306,145.0,10.0,81.0,11.0,45.0,0.0,121.0,2.0,28.0,101.0,9.0,0.0,1550.0,5.0,94.0,5.0,14.0,29.0,4.0,35.0,0.0,2.0,18.0,6.0,3.0,31.0,7.0,122.0,277.0,70.0,8.0,2455.0,596.0,18.0,0.0,2.0,3.0,0.0,12.0,1.0,3.0,22.0,113.0,4.0,0.0,12.0,57.0,20.0,1.0,23.0,47.0,16.0,15.0,0.0,13.0,7.0,6.0,1.0,5.0,6.0,642.0,13.0,32.0,78.0,10.0,238.0,1.0,87.0,8.0,3.0,123.0,16.0,14.0,3.0,58.0,88.0,105.0,164.0,11.0,46.0,66.0,2.0,269.0,19.0,20.0,7.0,163.0,19.0,240.0,4.0,35.0,88.0,6.0,38.0,14.0,7.0,903.0,5.0,1.0,0.0,162.0,7.0,4.0,708.0,0.0,16.0,4.0,21.0,18.0,53.0,4.0,4.0,44.0,625.0,0.0,3.0,3.0,3.0,39.0,123.0,600.0,88.0,6.0,11.0,3.0,37.0,1.0,14.0,16.0,30.0,9.0,23.0
10307,22.0,0.0,16.0,1.0,1.0,1.0,39.0,0.0,5.0,24.0,0.0,0.0,2307.0,0.0,11.0,1.0,0.0,13.0,0.0,4.0,0.0,0.0,8.0,0.0,1.0,5.0,1.0,27.0,45.0,12.0,0.0,145.0,200.0,3.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,2.0,30.0,0.0,0.0,1.0,26.0,0.0,6.0,5.0,7.0,3.0,10.0,0.0,1.0,8.0,0.0,0.0,18.0,0.0,219.0,1.0,18.0,7.0,5.0,162.0,1.0,4.0,23.0,0.0,24.0,1.0,1.0,1.0,8.0,15.0,8.0,136.0,4.0,10.0,15.0,0.0,61.0,1.0,1.0,1.0,73.0,4.0,93.0,0.0,2.0,19.0,0.0,2.0,2.0,0.0,211.0,0.0,0.0,0.0,74.0,1.0,5.0,482.0,3.0,0.0,3.0,4.0,0.0,16.0,1.0,6.0,11.0,142.0,0.0,0.0,0.0,1.0,40.0,43.0,272.0,11.0,2.0,4.0,0.0,16.0,0.0,3.0,2.0,4.0,0.0,3.0
10308,50.0,0.0,22.0,1.0,18.0,0.0,38.0,2.0,21.0,25.0,8.0,0.0,1271.0,1.0,17.0,0.0,4.0,8.0,0.0,41.0,0.0,2.0,17.0,1.0,0.0,5.0,1.0,52.0,118.0,16.0,0.0,573.0,317.0,2.0,1.0,0.0,0.0,1.0,14.0,0.0,2.0,15.0,37.0,0.0,0.0,2.0,36.0,19.0,1.0,2.0,24.0,4.0,6.0,0.0,1.0,1.0,6.0,4.0,2.0,2.0,184.0,4.0,11.0,34.0,4.0,186.0,1.0,15.0,3.0,2.0,35.0,15.0,1.0,0.0,13.0,54.0,14.0,163.0,1.0,21.0,28.0,3.0,323.0,2.0,2.0,4.0,79.0,4.0,150.0,0.0,15.0,40.0,1.0,4.0,2.0,0.0,528.0,1.0,2.0,0.0,86.0,0.0,1.0,625.0,0.0,15.0,1.0,5.0,19.0,9.0,0.0,2.0,11.0,524.0,0.0,1.0,1.0,5.0,20.0,28.0,587.0,13.0,3.0,8.0,0.0,8.0,0.0,4.0,25.0,19.0,4.0,22.0
10309,40.0,1.0,18.0,5.0,3.0,2.0,95.0,6.0,22.0,154.0,3.0,0.0,4792.0,5.0,49.0,7.0,11.0,45.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,13.0,1.0,77.0,123.0,4.0,0.0,381.0,599.0,2.0,0.0,1.0,0.0,0.0,31.0,0.0,1.0,6.0,23.0,4.0,0.0,1.0,42.0,9.0,2.0,7.0,56.0,1.0,13.0,0.0,4.0,8.0,2.0,1.0,3.0,2.0,481.0,1.0,1.0,17.0,24.0,163.0,3.0,16.0,4.0,0.0,69.0,0.0,3.0,0.0,19.0,118.0,23.0,526.0,7.0,34.0,14.0,1.0,392.0,4.0,0.0,2.0,171.0,9.0,246.0,0.0,15.0,51.0,9.0,9.0,1.0,0.0,479.0,2.0,0.0,0.0,159.0,1.0,1.0,894.0,2.0,3.0,0.0,1.0,8.0,31.0,1.0,1.0,6.0,565.0,0.0,0.0,0.0,15.0,127.0,40.0,562.0,14.0,1.0,3.0,1.0,15.0,1.0,3.0,18.0,23.0,5.0,5.0
